Country Name,Region,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Mexico,NA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.75999999,..,..,3.150000095,3.24000001,3.369999886,4.440000057,7.099999905,5.46999979,4.239999771,3.730000019,2.599999905,2.650000095,2.630000114,3,3.460000038,3.940000057,3.559999943,3.569999933,3.630000114,3.869999886,5.360000134,5.300000191,5.170000076,4.889999866,4.909999847,4.809999943,4.309999943,3.859999895,3.420000076,3.269999981,3.480000019,4.449999809,4.090000153
Mexico,NA,Consumer price index (2010 = 100),FP.CPI.TOTL,0.012904548,0.013112151,0.013269364,0.013348191,0.013660259,0.014147662,0.014744098,0.01518892,0.015543422,0.016066769,0.016870656,0.017793317,0.018672964,0.02092902,0.025906781,0.029778429,0.034490783,0.044515227,0.052286381,0.061797925,0.078082699,0.099894134,0.158745185,0.320466745,0.530208407,0.836395535,1.557647148,3.611052634,7.733511878,9.2808234,11.75431806,14.41812387,16.65407157,18.27808677,19.551304,26.39411793,35.46798894,42.78348465,49.59820709,57.82437574,63.31281192,67.34440594,70.73231938,73.94844729,77.41545284,80.50282534,83.42464932,86.73397923,91.1790807,96.00916106,100,103.4073782,107.6589827,111.7569043,116.2479852,119.4106751,122.7800955,130.1978025,136.5766487,141.542523,146.3504877,154.6766721
Canada,NA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.358695652,1.018766756,1.061571125,1.628151261,1.912144703,2.332657201,3.815659068,3.579952267,4.055299539,4.561558902,3.346039814,2.704918033,4.988028731,7.487647282,10.99717115,10.6721886,7.54173863,7.976445396,8.973723352,9.144676979,10.12922051,12.47161241,10.7689719,5.86358803,4.304778304,3.962030541,4.194786291,4.356108712,4.028234149,4.9836219,4.780476933,5.625864086,1.490132904,1.865079365,0.165562914,2.148760331,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547,1.596884129,2.268225672,1.949269024,0.716999632,3.395193185
Canada,NA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,1.121346226,5.445858236,3.405212917,4.650755482,4.409518317,4.735675775,1.25281683,3.315250035,3.626733255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.037475991,4.31156937,4.202682574,0.69016125,1.903852002,0.888030154,2.129630941,2.234059429,1.602574764,1.082975538,-0.080294839,-4.030419849,1.949628189,2.142309009,0.663247995,1.253613813,1.841026124,-0.089285801,-0.135842621,1.811278917,1.335564285,0.426917853,-6.31922237,3.969874711
Canada,NA,GDP per capita (current US$),NY.GDP.PCAP.CD,2259.250511,2240.433039,2268.585346,2374.498448,2555.111146,2770.361804,3047.106147,3217.159294,3462.678872,3763.953379,4121.932814,4520.162878,5089.587902,5838.660894,7033.011021,7511.211343,8809.26466,8919.057461,9123.691334,10043.66096,11170.56397,12337.46625,12481.87479,13425.12249,13877.91708,14114.80776,14461.06924,16308.96697,18936.9641,20715.63148,21448.36196,21768.34329,20879.84833,20121.16125,19935.38146,20613.78788,21227.34753,21901.56285,21024.58507,22315.24667,24271.00206,23822.06012,24255.33858,28300.4631,32143.68141,36382.50792,40504.06073,44659.89514,46710.50558,40876.31015,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,46548.63841,46328.67184,43258.26387,51987.93905
Canada,NA,Lending interest rate (%),FR.INR.LEND,5.75,5.604166667,5.708333333,5.75,5.75,5.770833333,6,5.916666667,6.916666667,7.958333333,8.166666667,6.479166667,6,7.645833333,10.75,9.416666667,10.04166667,8.5,9.6875,12.89583333,14.25,19.29166667,15.8125,11.16666667,12.0625,10.58333333,10.52083333,9.520833333,10.83333333,13.33333333,14.0625,9.9375,7.479166667,5.9375,6.875,8.645833333,6.0625,4.958333333,6.604166667,6.4375,7.270833333,5.8125,4.208333333,4.6875,4,4.416666667,5.8125,6.104166667,4.729166667,2.395833333,2.604166667,3,3,3,3,2.775,2.7,2.7,..,..,..,..
Canada,NA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,4.699999809,5.900000095,6.400000095,6.300000191,5.599999905,5.400000095,..,7.090000153,8.050000191,8.380000114,7.53000021,7.539999962,7.610000134,11.03999996,12.02000046,11.34000015,10.5,9.590000153,8.819999695,7.760000229,7.550000191,8.130000114,10.31999969,11.19999981,11.38000011,10.39999962,9.489999771,9.619999886,9.100000381,8.279999733,7.579999924,6.829999924,7.21999979,7.659999847,7.570000172,7.190000057,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7,6.340000153,5.829999924,5.659999847,9.460000038,7.460000038
Canada,NA,Consumer price index (2010 = 100),FP.CPI.TOTL,13.34430452,13.48025186,13.62335432,13.84516314,14.10990269,14.43903835,14.98998283,15.52661706,16.15626789,16.89324556,17.45850029,17.93073841,18.82512879,20.23468804,22.45993131,24.85689754,26.73153978,28.86376646,31.45392101,34.33028048,37.80767029,42.52289639,47.10217516,49.86405266,52.01058958,54.07126503,56.33943904,58.79364625,61.16199199,64.21007441,67.27962221,71.06468231,72.12364053,73.46880366,73.59044076,75.17172295,76.35231826,77.59015455,78.36290784,79.72238122,81.89038351,83.95821408,85.85432169,88.22266743,89.86119061,91.85031483,93.68918145,95.69261591,97.96078993,98.25414997,100,102.9121351,104.4719519,105.4522038,107.4627934,108.6720092,110.2246709,111.9848311,114.5248998,116.7572982,117.5944476,121.5870063
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.574511525,5.368461785,6.835440348,6.706905564,3.800389453,6.655990943,5.040832059,3.989848089,5.339432957,5.249820911,6.924173835,6.395348837,4.843517139,11.60862355,23.22224581,11.73126615,9.374036386,8.161826896,4.209566011,3.701850925,7.778581766,4.912162918,2.741040956,1.899719713,2.261613692,2.032277346,0.595586799,0.126176842,0.67855758,2.272289621,3.078516287,3.251438488,1.760283061,1.243045897,0.695458058,-0.127899045,0.136600359,1.747804587,0.661974191,-0.341296928,-0.676578684,-0.740055504,-0.923494027,-0.256541816,-0.008573388,-0.282946069,0.249355116,0.060039454,1.380078862,-1.35283673,-0.728243208,-0.272455616,-0.04406451,0.335037912,2.759226714,0.795279631,-0.127258844,0.484199796,0.989094598,0.468776159,-0.024995834,-0.233352779
Japan,JPN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,11.04407304,7.901714421,7.379857063,10.52079209,4.686450016,9.632359631,9.938834499,11.61742815,11.14865732,1.281813787,2.426652357,6.905499722,6.523023597,-2.5298392,1.787835642,2.866778098,3.384680715,4.318280115,4.594768307,2.010415857,3.503886294,2.565815419,2.911865413,3.736156479,4.503630615,2.745615247,4.145630588,6.218728553,4.50717016,4.493661204,3.117494633,0.526745036,-0.781376228,0.801559685,2.390519558,2.900141234,0.740905953,-1.538244076,-0.51574059,2.592891087,0.14451169,-0.190392014,1.318091962,2.151723329,1.794339801,1.308127183,1.367422326,-1.272109949,-5.68145234,4.079223048,0.209251803,1.536786659,2.152371066,0.429381123,1.668465117,0.805362825,1.758611802,0.711770198,-0.100125011,-4.225555341,2.125722232
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,475.3190756,568.9077427,639.6407854,724.6937622,843.6168785,928.5188486,1068.55844,1239.318377,1451.337703,1684.659403,2056.122046,2272.077802,2967.041996,3974.745605,4353.824355,4674.445481,5197.622337,6335.286871,8820.691945,9103.564756,9463.353855,10360.17827,9575.607713,10421.21244,10978.91981,11576.69211,17113.26232,20748.99092,25059.00743,24822.77557,25371.46417,28915.0082,31414.98464,35681.96394,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39727.1166,40458.00188,39918.16756,39312.66037
Japan,JPN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.863555556,4.133416667,3.505833333,2.657583333,2.448833333,2.320916667,2.160833333,2.067166667,1.969416667,1.864916667,1.822083333,1.766583333,1.676916667,1.664833333,1.88325,1.9095,1.723333333,1.598333333,1.500916667,1.4075,1.30375,1.219166667,1.142833333,1.04475,0.994,..,..,..,..
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.700000048,1.399999976,1.299999952,1.299999952,1.100000024,1.200000048,1.299999952,1.299999952,1.200000048,1.100000024,1.100000024,1.200000048,1.399999976,1.299999952,1.399999976,1.899999976,2,2,2.200000048,2.099999905,2,2.200000048,2.400000095,2.599999905,2.700000048,2.599999905,2.799999952,2.799999952,2.5,2.299999952,2.099999905,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.75,5.019999981,5.389999866,5.25,4.730000019,4.449999809,4.190000057,3.890000105,4,5.070000172,5.099999905,4.550000191,4.360000134,4.039999962,3.589999914,3.390000105,3.130000114,2.819999933,2.470000029,2.349999905,2.799999952,2.799999952
Japan,JPN,Consumer price index (2010 = 100),FP.CPI.TOTL,18.9725686,19.9911037,21.35758367,22.79001663,23.65612602,25.23067563,26.50251161,27.55992156,29.0314651,30.55556503,32.67128546,34.76072814,36.44436996,40.67505968,50.12072202,56.00051732,61.25002618,66.2491473,69.03794888,71.59363083,77.16259995,80.95295257,83.17190615,84.75193925,86.66870071,88.43004908,88.95672678,89.06896957,89.67335381,91.71099212,94.53432995,97.60805554,99.32623361,100.5609043,101.2602632,101.1307523,101.2688973,103.0388797,103.7209705,103.366974,102.6676151,101.9078177,100.9667051,100.7076833,100.6990493,100.4141253,100.664513,100.7249514,102.1150352,100.7335855,100,99.72754438,99.68359993,100.0175778,102.7772895,103.5946564,103.462823,103.9637898,104.99209,105.4842679,105.4579012,105.2118123
Afghanistan,GLOBAL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.68626872,6.78459655,8.680570785,26.41866415,-6.811161089,2.178537524,11.80418581,6.441212809,7.385771784,4.673996035,-0.661709165,4.383891955,4.975951506,0.626149149,2.302372515,..,..
Afghanistan,GLOBAL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.927029128,-2.497254639,7.321873841,1.084988201,11.80338266,1.864754466,17.14353433,11.09921992,-3.211364296,8.247144252,2.002522145,-0.964803329,-1.666416415,-0.345802497,-0.253593782,-1.688576593,0.932833389,-5.364665931,-22.96529586
Afghanistan,GLOBAL,GDP per capita (current US$),NY.GDP.PCAP.CD,62.36937451,62.44370346,60.95036382,82.02173758,85.51107341,105.2431957,143.1032332,167.1656746,134.0127683,134.2503596,162.6421754,166.2248313,141.3653223,149.7440685,181.598776,194.6690362,205.6740967,232.7786988,255.0456222,284.7555317,291.649791,311.853617,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.5327752,200.4625667,221.6576042,255.05512,274.0004865,375.0781281,387.8491743,443.8451505,554.5952002,621.9123109,663.1410528,651.9878619,628.1468039,592.4765375,520.252064,530.1498308,502.0567706,500.5226641,516.8665522,368.7546142
Afghanistan,GLOBAL,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.97,18.135,14.9175,15,15.61222222,15.14583333,15,15.07916667,15,15,15,14.83666667,..,..,..,..
Afghanistan,GLOBAL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49000001,..,..,..,1.690000057,..,7.909999847,..,..,11.18000031,..,..,11.71000004,..
Afghanistan,GLOBAL,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.52339481,71.58214338,76.43870301,83.07401873,105.0210647,97.86791084,100,111.8041858,119.0057313,127.7952231,133.7683667,132.8832092,138.7086655,145.6107414,146.5224819,149.8959752,..,..
Albania,GLOBAL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.0054213,85.00475124,22.56505269,7.793218538,12.72547781,33.18027438,20.64285887,0.389437654,0.050018136,3.10758827,7.770525834,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.320870904,2.266922095,3.626046956,3.429123247,2.031592684,1.937620802,1.625865044,3.501208355,-0.36731721,2.060598459,2.028059631,1.41109079,1.620886617,2.041471631
Albania,GLOBAL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.648648547,0.795840071,-1.016802172,-3.307497202,-0.290595348,3.614655544,-2.749496379,-3.262522334,6.923617285,-11.1879053,-27.56682084,-6.622551212,10.22994935,8.969761659,14.02449593,9.780179879,-10.36110497,9.516484438,13.60806912,7.630022439,9.314397139,4.850475334,5.924211542,5.956569596,6.067882439,6.572922982,6.787228936,8.328108423,4.053139864,4.223083827,2.821642455,1.584872815,1.187234353,1.985388092,2.516827054,3.480293217,3.897740606,4.276325654,2.523893723,-2.925820957,9.526027041
Albania,GLOBAL,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977275,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.786584,2972.742924,3595.038057,4370.539925,4114.134899,4094.348386,4437.142612,4247.630047,4413.062005,4578.633208,3952.802538,4124.05539,4531.019374,5287.663694,5396.215864,5332.160475,6492.872012
Albania,GLOBAL,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,20.58333333,29.58333333,23.66666667,19.65,23.95833333,32.70833333,..,21.615,22.1025,19.65416667,15.30416667,14.27083333,11.76152183,13.075,12.93994286,14.09962279,13.01964271,12.66093515,12.82232989,12.4320986,10.88034654,9.826604344,7.9725,7.8775,6.734166667,6.22,5.9325,6.275833333,6.120833333,6.021666667
Albania,GLOBAL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.599999905,5.099999905,3.599999905,4.400000095,5.699999809,6.699999809,6.400000095,6.099999905,7,7.300000191,9.5,9.100000381,26.5,22.29999924,18.39999962,12.89999962,12.30000019,14.89999962,17.70000076,18.39999962,16.79999924,16.39999962,4.610000134,15,14.39999962,6.570000172,13.80000019,15.97000027,13.06000042,13.67000008,14.09000015,13.47999954,13.38000011,15.86999989,18.04999924,17.19000053,15.42000008,13.61999989,12.30000019,11.47000027,11.68999958,..
Albania,GLOBAL,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.114551761,16.67371601,30.84716683,37.80784628,40.75429437,45.94047306,61.18364806,73.81370218,74.10116053,74.13822455,76.44213532,82.3820912,82.78082267,84.6682413,86.67198462,88.7267419,91.32881552,94.36172758,96.50083443,100,103.4291232,105.5303817,107.5751604,109.3241873,113.1518549,112.7362286,115.0592696,117.3927402,119.0492584,120.9789119,123.448662
Algeria,GLOBAL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,6.599999999,2.626641651,3.65630713,6.172839506,4.699612403,8.230316653,9.430735402,11.98928332,17.52392345,11.34860051,9.517824498,14.65484264,6.54250963,5.96716393,8.116397955,10.48228704,12.37160917,7.441260913,5.911544964,9.304361258,16.65253439,25.88638693,31.66966191,20.54032612,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.311499185,3.678995747,4.858590628,5.737060361,3.911061955,4.524211505,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,4.269990205,1.951768211,2.415130941,7.226063074
